tokens,labels
"['tl', 'guy', 'talk', 'afc', 'v', 'mufc', 'know', 'guy', 'u', 'cant', 'wait', 'till', 'saturday', ':d', '#epl']",pos
"['second', 'time', 'eagle', 'make', 'stop', 'commit', 'penalty', 'pi', 'kendricks', 'give', 'atl', 'another', 'groundhog', 'day', 'life']",neu
"['full', 'day', 'movie', 'mine', 'thursday', ':p', 'far', 'tarzan', 'notebook', 'list', 'xd']",pos
"['like', 'sweet', 'happy', 'valentine', 'day', 'it is', 'july', 'i will', 'meet', 'shop', 'every', 'tuesday', '...']",pos
"['watched', 'muse', 'jonathan', 'ross', 'show', 'last', 'night', 'promptly', 'nightmare', 'screwing', 'everything', 'wednesday', 'eeeeek']",neu
"['movie', 'friday', 'night', 'flight', 'denzel', 'washington', 'do not', 'make', 'plan', 'just', 'made', 'plan']",neu
"['river', 'gate', 'time', 'season', 'keep', 'chief', 'fantasy', 'team', 'need']",pos
"['arianators', 'please', 'help', 'i am', 'girl', 'who is', 'body', 'sore', 'just', 'asking', 'ariana', 'jennette is', 'goodluck', 'tomorrow', 'please', 'sad']",neg
"['google', 'hangout', 'october', 'pacific', 'eastern', 'via', '#askllcoolj', '#llcooljhangout', '#kpoptv']",neu
"['ac', 'milan', 'reportedly', 'want', 'miralem', 'pjanic', 'join', 'san', 'siro', 'january', 'source', 'corriere', 'dello', 'sport', '#transfertalk']",neu
"['gotta', 'remember', 'bring', 'dionje', 'candy', 'tomorrow', 'lol', 'got', 'mad', 'today']",pos
"['watched', 'vow', 'time', 'i am', 'still', 'tearing', 'what is', 'wrong', 'movie', 'it is', 'tooo', '...', 'omg', 'can not', 'even']",neg
"['see', 'march', 'argentina', 'miami', 'no', 'limit', '#asot']",neu
"['better', 'suit', 'senior', 'bowl', 'friday', 'night']",pos
"['egypt', 's', 'president', 'mohamed', 'morsi', 'monday', 'pardoned', 'arrested', 'start', 'revolution', 't', '...']",pos
"['kurt', 'convey', 'win', 'boy', 'race', 'nick', 'diaz', 'coming', 'around', 'rounding', 'top', 'kenny', 'castro']",pos
"['fyi', 'ridiculously', 'adorable', 'ladybug', 'larry', 'bird', 'give', 'piece', 'candy', 'producer', 'director', 'chris', 'koch is', 'gorgeous', 'daughter']",pos
"['picture', '#overdoser', 'anniversary', 'party', 'safe', 'house', '#thonglor', 'online', 'check']",neu
"['realized', 'i have', 'just', 'spent', 'halloween', 'super', 'bowl', 'sunday', 'last', 'two', 'birthday', 'either', 'library', 'computer', 'lab', '..']",neg
"['busted', 'caught', 'celebrating', 'cup', 'win', 'andy', 'carroll', 'joe', 'hart', '#beer', '#jager']",neu
"['still', 'looking', 'center', 'may', 'want', 'inquire', 'sam', 'gagner', 'edmonton', 'need', 'd']",neu
"['enjoyed', 'flotus', 'today', 'fl', 'u', 'r', 'brilliant', '...', 'simply', 'put', 'glad', 'voted', 'saturday', '#duval']",pos
"['tonight is', 'never', 'mind', 'buzzcocks', 'hilarious', 'noel', 'fielding', 'happy', 'can not', 'wait', 'download', 'tomorrow']",pos
"['top', 'ten', 'striker', 'premier', 'league is', 'january', 'wishlist', 'via']",neu
"['police', 'surgery', 'fri', '#penygraig', 'resident', 'boy', 'girl', 'club', 'pop', 'along', 'meet', 'local', 'officer', '#md']",neu
"['like', 'see', 'cornerback', 'champ', 'bailey', 'play', 'twelfth', 'pro', 'bowl', 'january', 'pro', 'bowl', 'voting', '...']",neu
"['taking', 'litre', 'fizzy', 'flavoured', 'water', 'bed', 'tonight', 'super', 'sunday', 'gonna', 'result', 'mouth', 'like', 'ghandi is', 'flip', 'flop', '#gacky', '#rank', '#beer']",neu
"['cant', 'wait', 'see', 'flight', 'saturday', 'denzel', 'one', 'best', 'actor', 'world', 'alongside', 'leo', 'de', 'niro']",pos
"['put', 'team', 'get', 'beat', 'go', '#rafa', '...', 'behave', 'ben', 'sound', 'like', 'wool', 'calling', 'rafa']",neu
"['now', ""y'all"", 'know', 'halloween', 'candy', 'gonna', 'clearance', 'tomorrow', '...', 'can', 'save', 'valentine is', 'day', 'happy']",pos
"['city', 'game', 'raven', 'stadium', 'saturday', 'noon', 'dollar', 'get', 'will', 'else', 'going']",neu
"['look', 'like', 'it is', 'coming', 'valentine is', 'day', 'liked', 'think', 'will', 'just', 'good', 'he is', 'russia', 'time']",pos
"['nov', 'san', 'siro', 'pray', 'would have', 'gotten', 'back', 'rhythm', 'we will', 'get', 'embarrased']",neu
"['aston', 'villa', 'line', 'january', 'bid', 'danish', 'midfielder', 'aston', 'villa', 'reportedly', 'monitoring', 'availability', '...']",neu
"['photo', 'rihanna', 'crowned', 'carnaval', 'queen', 'pop', 'superstar', 'visited', 'greystone', 'manor', 'supperclub', 'wednesday', 'night', '...']",neu
"['no', 'android', 'device', 'worth', 'buying', 'outside', 'nexus', 'line', 'opinion', 'especially', 'not', 'galaxy', 's', 'line']",neg
"['point', 'flacco', 'qbr', 'last', 'sunday', 'even', 'vet', 'qb', 'bad', 'day']",neg
"['yeah', 'saw', 'open', 'taylor', 'swift', 'march', 'awesome', 'cher', 'just', 'like', 'fucking', 'bitch', 'stage']",neg
"['going', 'georgetown', 'game', 'friday', '#imwearingblue', '#istillloveeastview']",pos
"['sophia', 'grace', 'rosie', 'know', 'one', 'song', 'sun', 'come', 'na', 'na', 'na', 'na']",pos
"['come', 'laugh', 'spartacus', 'max', 'caroline is', 'comedy', 'club', 'wednesday', 'october', '...']",pos
"['blaze', 'joe', 'tomorrow']",neu
"['si', 'won', 'ticket', 'jonas', 'brother', 'concert', 'fort', 'canning', 'monday', '...']",pos
"['fuck', 'band', 'covered', 'friday', 'night', 'fuck', 'ricky', 'martin', 'existing', 'first', 'place', 'big', 'jerk']",neg
"['live', 'basketball', 'fantasy', 'draft', '...', 'sort', 'got', 'pick', 'got', 'melo', 'monta', 'elli', 'iguodala', 'ibaka', 'far']",neu
"['yea', 'say', 'mid', 'january', 'new', 'single', 'right', 'time', 'superbowl', 'video', 'end', 'january', 'leading', 'superbowl']",neu
"['floor', 'paterno', '...', 'promise', 'we are', 'going', 'productive', 'now']",neu
"['february', 'nice', 'time', 'release', 'week', 'grammys', 'album', 'sell', 'week']",pos
"['landlord', 'will', 'ferrell.avi', 'via', 'will', 'cure', 'monday', 'blue', 'funny', 'funny', 'shit']",pos
"['cofield', 'hopped', 'dm', 'stick', 'year', 'nigga', 'tired', 'lol']",neg
"['you would', 'think', 'not', 'replying', 'text', 'twat', 'face', 'get', 'fucking', 'hate']",neg
"['watching', 'vow', 'time', 'already', 'cried', 'time']",pos
"['finally', 'bed', 'long', 'day', 'much', 'accomplished', 'athens', 'tomorrow']",pos
"['french', 'fan', 'tvmovie', 'drew', 'peterson', 'untouchable', 'will', 'broadcasted', 'thusday', 'october', 'pm']",neu
"['asked', 'diehard', 'fsu', 'fan', 'game', 'dook', 'sat', 'kinda', 'worried', 'coach', 'cut', 'coastal', 'division', 'leading', 'team']",neu
"['built', 'ford', 'tough', 'built', 'like', 'ray', 'lewis', 'sunday', 'full', 'pad', 'take', 'yo', 'as', 'somewhere', 'get', 'sweat', 'pant', 'baggy', 'jean']",neu
"['vow', 'love', 'movie', 'meant', 'loved', 'one', 'will', 'happen', 'no', 'matter', 'obstacle', 'may', 'face', '#truelove', '#exists']",pos
"['new', 'jeremy', 'kyle', 'start', 'monday', 'bitch', 'i am', 'back', 'school']",neu
"['pentagon', 'open', 'just', '#blackberry', 'io', 'android', 'may', 'make', 'appearance']",neu
"['think', 'got', 'eaten', 'grue', 'pc', 'friday', 'diablo', 'iii', 'ptr', 'patch']",neu
"['perfect', 'weather', 'finish', 'great', 'week.saw', 'noel', 'fielding is', 'show', 'thursday', 'ath', 'meeting', 'made', 'week', 'perfect']",pos
"['mohamed', 'nasheed is', 'press', 'brief', 'coni', 'report', 'aug', 'via']",neu
"['leonard', 'cohen', 'jeff', 'buckley', 'album', 'just', 'time', 'black', 'friday', '#buymethat']",neu
"['jonathan', 'ross', 'show', 'tonight', 'terrif', 'sat', 'night', 'well', 'done', '#toofunny']",pos
"['couple', 'jet', 'game', 'they are', 'end', 'season', 'wish', 'i would', 'kept', 'dec', 'also', 'sam', 'gagner', 'game']",neu
"['aboard', '...', 'flight', 'hong', 'kong', 'uk', '..', '#tweet_yah_later']",neu
"['look', 'like', 'rooney', 'rvp', 'rio', 'evra', 'giggs', 'young', 'will', 'rested', 'tomorrow', 'expecting', 'youngster', 'feature', '#mufc']",neu
"['love', 'time', 'part', 'axl', 'rose', 'show', 'time', 'give', 'jimmy', 'kimmel', 'live', 'tv', 'interview', 'year']",pos
"['nothing', 'like', 'watching', 'vow', 'friday', 'night', 'cheer', 'cancelled', 'plan', 'sickness']",pos
"['can not', 'wait', 'see', 'flight', 'denzel', 'washington', 'tomorrow', 'bam', ';-)']",pos
"['tomorrow', 'biggest', 'name', 'music', 'entertainment', 'show', 'no', 'it is', 'not', 'ricky', 'martin', 'click']",pos
"['mizzou', 'beat', 'kentucky', 'tiger', 'advance', 'face', 'top-seed', 'florida', 'semi', 'friday', 'p', 'm']",pos
"['anyone', 'read', 'nyt', 'interview', 'egyptian', 'president', 'mohamed', 'morsi', 'saturday', 'good', 'read']",pos
"['went', 'see', 'dancing', 'ice', 'tour', 'year', 'dvd', 'tour', 'come', 'november']",neu
"['anyone', 'wanna', 'tell', 'u', 'trending', 'say', 'bon', 'jovi', 'performed', 'grammys', 'are not', 'feb']",neu
"['grey', 'huhuhuhu', '#fuckingawesome', '#btwftr', 'i am', 'going', 'sleep', 'need', 'tomorrow', 'i have', 'work']",pos
"['watchin', 'step', 'one', 'best', 'channing', 'tatum', 'main', 'guy']",pos
"['just', 'found', 'production', 'dickens', 'performs', 'christmas', 'carol', 'surely', 'must', 'december']",neu
"['just', 'cu', 'it is', 'friday', 'reason', 'bill', 'murray', 'awesome']",pos
"['photo', 'photoplus', 'olympus', 'booth', 'come', 'say', 'hello', 'ill', 'till', 'saturday']",neu
"['eleanor', 'that is', 'cool', 'great', 'see', 'pastel', 'art', ';)', 'link', 'painting', 'monday']",pos
"['world', 'vote', 'nov', 'france', 'lead', 'obama', 'camp', 'including', 'britain', 'peru', 'turkey', 'india', 'among', 'others']",neu
"['people', 'stay', 'school', 'tomorrow', 'help', 'nh', '..', 'will', 'watching', 'woman', 'black']",neu
"['kendrick', 'lamar', 'week', 'projected', 'sale', 'iz', 'that is', 'wassup', 'artist', 'different', 'norm', 'kind', 'number']",neu
"['signing', 'day', 'friday', 'fdahs', 'hate', 'school', 'love', 'senior', 'class']",neu
"['thanks', 'dave', 'great', 'show', 'tonight', 'sorry', 'craig', 'i have', 'got', 'get', 'bed', 'i will', 'catch', 'tomorrow', 'david', 'letterman']",pos
"['lmfaoasdfghjklomg', 'just', 'saw', 'picture', 'jenelle', 'day', 'school', 'grade', '..', 'damn', 'nigga', 'changed']",neg
"['jean', 'tomorrow', 'free', 'kissing', 'day', 'happy', 'nothing', 'just', 'wanna', 'tell']",pos
"['amazon', 'deal', 'home', 'theater', 'item', 'countdown', 'black', 'friday']",neu
"['ever', 'since', 'uncharted', 'mass', 'effect', 'i have', 'weary', 'third', 'game', 'technically', 'can not', 'wait']",pos
"['friday', 'last', 'day', 'early', 'vote', 'maryland', 'i am', 'please', 'join', 'vote', 'question']",neu
"['seriously', 'people', 'dumb', 'saying', 'school', 'cny', 'going', 'closed', 'tomorrow', '...']",neg
"['got', 'great', 'piece', 'history', 'buff', 'friday', 'morning', 'game', 'schalke', 'bayern', 'marked', 'end', 'germany is', 'greatest', 'ever', 'side']",pos
"['truth', 'interview', 'harry', 'redknapp', 'tomorrow']",neu
"['al', 'pacino', 'play', 'joe', 'paterno', 'biopic', '..', 'going', 'film', 'say', 'say', 'hello', 'little', 'friend']",neu
"['saturday', 'fort', 'canning', 'sweetheart', '(:', 'okay', 'can', 'yay']",pos
"['just', 'finished', 'watching', 'vow', 'time']",neu
"['chocolate', 'sunday', 'national', 'chocolate', 'day']",neu
"['just', 'noticed', 'using', 'spanish', 'abbreviation', 'no', 'sure', 'no', 'think', 'you are', 'missing', 'rafa', 'mon', 'brave']",neg
"['say', 'think', 'jason', 'taylor', 'may', 'robbed', 'married', 'duo', 'tonight', 'blake', 'miranda', '...']",neg
"['ever', 'forgotten', 'get', 'valentine is', 'present', 'chance', 'feb', '#bonjovi', 'tix', 'coming']",neu
"['night', 'parker', '..', 'boy', 'oh', 'boy']",neg
"['controversy', 'aside', 'game', 'shown', 'tv', 'super', 'sunday', 'great', 'spectacle', '#bestleagueintheworld']",pos
"['pagasa', 'intermittent', 'light', 'occasionally', 'moderate', 'rain', 'southern', 'portion', 'negro', 'cebu', 'bohol', 'may', 'persist', 'next', '...']",neu
"['application', 'due', 'friday', 'november', 'let', 'video', 'yes', 'prep', 'senior', 'signing', 'day', 'inspire', '...']",pos
"['apple', 'ceo', 'apologizes', 'error-ridden', 'new', 'map', 'app', 'apple', 'ceo', 'tim', 'cook', 'apologized', 'friday', 'co', '...', '#coreformulas']",neu
"['jimmy', 'kimmel', 'live', 'axl', 'rose', 'part', 'part', 'jimmy', 'kimmel is', 'interview', 'axl', 'rose.added', 'thu', 'oct', '...']",neu
"['watch', 'live', 'queen', 'south', 'v', 'edinburgh', 'cit']",neu
"['i am', 'listening', 'capella', 'law', 'appreciating', 'bad', 'as', 'bellamy', 'not', 'did not', 'already', 'know', 'album']",neg
"['family', 'member', 'friend', 'fan', 'austin', 'river', 'may', 'want', 'unfollow', 'get', 'ugly']",neg
"['sophia', 'grace', 'rosie', 'look', 'back', 'highlight', 'long', 'singing', 'career', 'it is', 'anniversary', '...']",neu
"['happy', 'valentine', 'day', '...', 'yes', 'brazil', 'celebrated', 'june', 'mind', 'blown']",pos
"['yeah', 'i am', 'not', 'sure', 'klass', 'jan', 'think', 'he will', 'andy', 'carroll', 'type', 'striker', 'bang', 'em', 'flop']",neg
"['seriously', 'think', 'may', 'pull', 'gat', 'shoot', 'need', 'call', 'upon', 'castle', 'greyskull', 'power', '#ihavethepower']",neg
"['refuse', 'admit', 'it is', 'year', 'bring', 'groundhog', 'day']",neg
"['cried', 'every', 'episode', 'dream', 'high', 'starting', 'episode', 't-t', 'tomorrow', 'shall', 'watch', 'last', 'final', 'episode']",pos
"['continued', 'assault', 'indianapolis', 'face', 'tough', 'miami', 'defense', 'sunday', 'one', 'rank', 'third', 'league', 'yard', '...']",neu
"['i am', 'not', 'sure', 'evra', 'upto', 'like', 'buttner', 'given', 'games.rafael', 'defend', 'might', 'see', 'buy', 'jan']",neg
"['i am', 'thinking', 'outfit', 'like', 'nick', 'lounge', 'singer', 'bill', 'murray', 'old', 'old', 'saturday', 'night', 'live', 'maybe', 'sherbet', 'tux']",neu
"['groundhog', 'day', 'just', 'keep', 'seeing', 'jt', 'snow', 'rounding', '...', '#marlinsmysteryfanrevealed']",neu
"['liked', 'video', 'grammys', 'paul', 'simon', 'john', 'lennon', 'co-presenting', 'grammy', 'record']",pos
"['i am', 'going', 'britain', 'ireland is', 'next', 'top', 'mode', 'jls', 'performing', 'monday', 'that is', 'day', 'supposed']",neu
"['reading', 'sun', 'watching', 'jeremy', 'kyle', 'go', 'wrong', 'better', 'work', '#ashamed']",neg
"['time', 'i have', 'seen', 'eleanor', 'respond', 'hate', 'o', 'o', 'seems', 'sweet', 'say', 'mean', 'thing']",neu
"['omg', 'music', 'video', 'come', 'tomorrow', 'btw', 'still', 'can not', 'get', 'harry is', 'voice', "":')""]",neg
"['egypt', 's', 'new', 'president', 'mohamed', 'morsi', 'monday', 'described', 'relationship', 'u', 's', 'egypt', '...']",neu
"['noel', 'fielding', 'comedy', 'gala', 'tonight', 'happy', 'work', 'day', 'tomorrow', 'granny', 'smith', 'festival', 'night']",pos
"['watching', 'woman', 'black', 'time', 'hahaha']",pos
"['going', 'healthy', 'kid', 'day', 'cover', 'kid', '...', 'boy', 'girl', 'club', 'teichert', 'branch', 'sat', 'nov']",neu
"['mostly', 'just', 'misunderstanding', 'called', 'bigger', 'issue', 'pepper-spraying', 'people', 'want', 'march', 'republic', 'day']",neg
"['wow', '..', 'clip', 'dublin is', 'sunday', 'time', 'journo', 'paul', 'kimmage', 'confronting', 'lance', 'armstrong', 'youtube']",neu
"['low', 'moment', '...', 'thought', 'tuesday', 'see', 'noel', 'gallagher', 'close', 'best', 'boy', 'world', '...', 'now', 'i am', 'smiling']",pos
"['gov', 'mitch', 'daniel', 'rallying', 'republican', 'rare', 'appearance', 'may', 'violated', 'h']",neg
"['bar', 'showing', 'pittsburgh', 'steelers', 'v', 'new', 'york', 'giant', 'sunday', 'night']",neu
"['watched', 'time', ':-)', 'voted', 'nta', 'award', 'best', 'factual', 'program', 'mite', 'need', 'watch', 'rest', 'itvplayer']",pos
"['may', 'little', 'optimistic', 'think', 'brown', 'vex', 'baltimore', 'curse', 'beat', 'raven', 'maybe', 'just', 'lol']",pos
"['it is', 'already', 'thought', 'tomorrow', 'denzel', 'best', 'ever', 'movie', 'look', 'amazing']",pos
"['might', 'royal', 'rumble', 'death', 'drinking', 'game', 'tomorrow', 'alone', 'one', 'day', 'rumble', 'death', 'drinking', 'game']",neu
"['jeremy', 'lin', 'may', 'lil', 'chinese', 'wiener', 'still', 'get']",neu
"['always', 'cry', 'wen', 'listen', 'avril', 'singing', 'tomorrow', 'dublin', 'just', 'remember', 'everything', 'bad', 'happened', ':/']",neg
"['cupid', 'psyche', 'is not', 'original', 'greek', 'myth', 'story', 'golden', 'as', 'apuleius', 'often', 'cited', 'fairy', 'tale']",neu
"['comeposed', 'first', 'twat', 'september', 'technically', 'iv', 'twitter', 'long', 'time', 'forgot', '..', 'good', 'back']",pos
"['tune', 'tomorrow', 'special', '#pushandshove', 'news', 'segment', 'hour', 'nooooooooo']",neg
"['member', 'need', 'ride', 'doctor', 'indianapolis', 'early', 'monday', 'morning', 'answer', '...']",neu
"['hai', 'please', 'hear', ':d', 'want', 'avril is', 'new', 'single', 'maybe', 'just', 'teaser', 'it will', 'oke']",pos
"['thing', 'learned', 'mlb', 'playoff', 'cougar', 'town', 'new', 'network', 'can not', 'wait', 'till', 'january', '#poundinggrape', '#pennycan']",pos
"['jonas', 'brother', 'gonna', 'go', 'live', 'fort', 'canning', 'hmmmm']",neu
"['may', 'witnessed', 'girl', 'punch', 'guy', 'face', 'last', 'night', 'tackled', 'ground', 'davos']",neu
"['oh', 'iight', 'can', 'dig', 'going', 'act', 'tomorrow', 'night', 'tho', 'younging']",neu
"['u', 'r', 'star', 'hog', 'fan', 'u', 'got', 'prop', 'coach', 'wednesday', 'night', 'signing', 'day', 'event', 'ville', '#wps']",pos
"['happy', 'valentine', 'day', 'o', 'o', 'say', 'feb', 'already']",pos
"['u', 'sat', 'sophia', 'grace', 'rosie', 'tea', 'awesome', ':d']",pos
"['police', 'right', 'remain', 'silent', 'ever', 'say', 'may', 'hel', 'harry', 'style']",neu
"['emmy', 'unwatched', 'award', 'show', 'february', 'grammy', 'award', 'show', 'blew', '...', '#entertainment', '#oc']",neu
"['happy', 'valentine', 'day', 'lulwhuuuut', 'guess', 'february', 'weather', 'though', '...']",pos
"['come', 'tomorrow', 'torchlight', 'list', 'best', 'game', 'time', 'like', 'better', 'diablo', 'iii', 'promise']",pos
"['beating', 'retreat', 'ceremony', 'conducted', 'evening', 'january', 'third', 'day', 'republic', 'day', '#facts']",neu
"['art', 'town', 'friday', 'november', 'brand', 'new', 'location']",neu
"['kendrick', 'lamar', 'sunday', 'i am', 'going', 'rub', 'good', '...']",pos
"['will', 'consider', 'arsenal', 'potential', 'win', 'premier', 'league', 'season', 'beat', 'manchester', 'united', 'tomorrow']",pos
"['know', 'went', 'way', 'far', 'i will', 'see', 'iupui', 'maryland', 'jan', 'just', 'excited', 'go', 'back', 'baltimore', 'lol']",pos
"['can not', 'really', 'remember', 'think', 'capello is', 'started', 'win', 'ended', 'chimenti']",neu
"['another', 'example', 'good', 'college', 'player', 'great', 'week', 'senior', 'bowl', 'ease', 'concern', 'tough', 'get', 'round']",pos
"['rehearsing', 'nov', 'just', 'called', 'jim', 'leyland', 'congratulate', 'new', 'york', 'giant', 'victorious', 'baseball', 'match', '#sfgchamps']",pos
"['just', 'wrote', 'great', 'song', 'mitch', 'daniel', 'really', 'looking', 'forward', 'performing', 'thursday', 'happy']",pos
"['saturday', 'question', 'giroud', 'new', 'torres', 'superbowl', 'switch', 'comerica', 'park', 'game']",neu
"['i am', 'going', 'actually', 'meeting', 'channing', 'tatum', 'tomorrow', 'it is', 'set', 'suck', 'dick', 'twitter']",neg
